{1000}	celluloid
{62936}	prognost
{62939}	gut
{62949}	bold
{62979}	cocktail
{62980}	luncheon
{62985}	exogen
{62991}	ebb
{63009}	spectrum
{63022}	pundit
{63033}	holdov
{63071}	bradi
{63076}	applaud
{63095}	architect
{63114}	boskin
{63115}	stanford
{63120}	clayton
{63121}	yeutter
{63125}	mosbach
{63147}	ruffl
{63148}	feather
{63180}	neill
{63184}	neither
{63194}	gestur
{63197}	loyal
{63206}	stride
{63255}	avert
{63270}	volcker
{63276}	squelch
{63281}	delic
{63282}	balanc
{63294}	etern
